conv_id,emotion,kor_emotion,context,kor_context,factor
hit:22_conv:44,caring,돌보는,"I look out for all my students, if they are struggling, I take however much time they need to understand.",나는 모든 학생들을 돌봅니다. 그들이 어려움을 겪고 있다면 그들이 이해하는 데 필요한 시간이 얼마든지 걸립니다.,학생들을
hit:22_conv:45,sad,슬픈,"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old, and was one of the saddest days of my life.","개가 죽었을 때 나는 슬펐다. 3살 때부터 키웠던 애완동물로, 내 인생에서 가장 슬픈 날 중 하나였습니다.",개가 죽었을 때
hit:23_conv:46,disappointed,실망한,"Yesterday, I was really craving Dairy Queen. So, I got in my car and went to grab some Blizzards. When I got there, they were closed.",어제 나는 데어리퀸이 정말 먹고 싶었습니다. 그래서 차를 타고 블리자드를 사러 갔습니다. 내가 거기에 도착했을 때 그들은 닫혀 있었다.,도착했을 때 그들은 닫혀 있었다.
hit:23_conv:47,grateful,고마워하는,A situation when I felt grateful was when I had a flat tire and my father came to help me with it.  I felt grateful to have family around to be there for me.,고마움을 느꼈던 상황은 타이어 펑크가 났을 때 아버지가 도와주러 오셨을 때였습니다. 옆에 가족이 있다는 것에 감사함을 느꼈습니다.,타이어 펑크가 났을 때 아버지가 도와주러 오셨을 때였습니다.
hit:24_conv:49,excited,흥분한,When I was little and I found out that we were going to the amusement park .,내가 어렸을 때 나는 우리가 놀이동산에 간다는 것을 알았다.,놀이동산에 간다는 것을
hit:25_conv:50,excited,흥분한,My wife and I took a 3 week trip to New Zealand last year.,제 아내와 저는 작년에 3주간의 뉴질랜드 여행을 했습니다.,뉴질랜드 여행을
hit:25_conv:51,caring,돌보는,I felt caring when I had to pick up and take care of my ailing cousin. His stomach felt bad and he was vomiting all over the place. I helped clean him up and gave him some medicine to make his stomach go back to normal.,나는 병든 사촌을 태우고 돌봐야 할 때 보살핌을 느꼈습니다. 속이 더부룩하고 여기저기 토하고 있었다. 나는 그를 청소하는 것을 도왔고 그의 위가 정상으로 돌아갈 수 있도록 약을 주었습니다.,병든 사촌을 태우고 돌봐야 할 때
hit:26_conv:53,angry,화난,I am so annoyed by my new manager at work. He always lies to us.,나는 직장에 있는 나의 새로운 매니저에게 너무 짜증이 난다. 그는 항상 우리에게 거짓말을 합니다.,항상 우리에게 거짓말을 합니다.
hit:28_conv:56,disgusted,역겨운,"Had to wait in line forever to check out at walmart , horrible",월마트에서 체크 아웃하기 위해 영원히 줄을 서서 기다려야했습니다.,영원히 줄을 서서 기다려야했습니다.
hit:28_conv:57,angry,화난,I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own.,나는 동료를 내 jb에 열어 두었고 그녀는 아무것도 하지 않고 전체 시간을 전화로 보냈다. 내가 직장에 도착했을 때 나는 그녀의 일과 내 자신의 일을 해야 했습니다.,그녀는 아무것도 하지 않고 전체 시간을 전화로 보냈다.###나는 그녀의 일과 내 자신의 일을 해야 했습니다.
hit:29_conv:58,angry,화난,Recently my manager lied to us. He changed our money and took the bonus away.,최근에 제 매니저가 저희에게 거짓말을 했습니다. 그는 우리 돈을 바꾸고 보너스를 빼앗았습니다.,매니저가 저희에게 거짓말을 했습니다. 그는 우리 돈을 바꾸고 보너스를 빼앗았습니다.
hit:29_conv:59,sad,슬픈,"I was in a situation where I missed out on making some money, that caused me not to be happy.",나는 돈을 벌지 못해 행복하지 않은 상황에 처했다.,돈을 벌지 못해
hit:30_conv:61,afraid,두려워하는,I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner,나는 길가에서 차를 후진시키고 있었다. 뒤에 주차되어 있던 차에 부딪혔어요. 차주님과 통화하기 위해 한참을 기다려야 했습니다,주차되어 있던 차에 부딪혔어요.
hit:32_conv:64,surprised,놀란,I woke up early today for work. My children were still up watching cartoons!,나는 오늘 일을 위해 일찍 일어났다. 내 아이들은 여전히 ​​만화를보고 있었다!,아이들은 여전히 ​​만화를보고 있었다!
hit:33_conv:66,sad,슬픈,"When I realized all the chocolate was gone, after a long day.",긴 하루를 보낸 후 초콜릿이 모두 사라졌다는 것을 깨달았을 때.,초콜릿이 모두 사라졌다는 것을 깨달았을 때.
hit:33_conv:67,joyful,즐거운,"My daughter, who has a fear of water, has learned to swim this summer! She still gets a little nervous, but overall she loves it!",물을 무서워하는 딸아이가 이번 여름에 수영을 배웠어요! 그녀는 여전히 약간 긴장하지만 전반적으로 그녀는 그것을 좋아합니다!,딸아이가 이번 여름에 수영을 배웠어요!
hit:35_conv:71,angry,화난,My ex girlfriend cheated on me with one of my closest friends. It made me very angry at the both of them.,내 전 여자 친구가 내 가장 친한 친구 중 한 명과 바람을 피웠다. 그것은 두 사람을 매우 화나게 했습니다.,전 여자 친구가 내 가장 친한 친구 중 한 명과 바람을 피웠다.
hit:36_conv:72,afraid,두려워하는,I heard a car outside that sounded like it wrecked yesterday. It sounded  awful.,어제 바깥에서 차가 망가진 것처럼 들렸다. 끔찍한 소리였다,바깥에서 차가 망가진 것처럼 들렸다.
hit:36_conv:73,disgusted,역겨운,I was getting in a Taxi and noticed someone had thrown up in the backseat.,나는 택시를 타고 있는데 뒷좌석에 누군가가 토한 것을 발견했다.,뒷좌석에 누군가가 토한 것을 발견했다
hit:37_conv:75,hopeful,희망에 찬,I Felt hopeful when I met my betterhalf for the first time. She gives me hope for my remaining life without saying anything. I feel hopeful after my marriage.,나는 내 반쪽을 처음 만났을 때 희망을 느꼈다. 그녀는 아무 말 없이 나에게 남은 삶에 대한 희망을 준다. 결혼 후 희망을 느낍니다.,내 반쪽을 처음 만났을 때
hit:38_conv:76,sentimental,감상적인,I came across an old keychain that my dad gave to me when I was younger. It was cool.,어렸을 때 아버지가 물려주신 오래된 열쇠고리를 발견했습니다. 멋졌어.,어렸을 때 아버지가 물려주신 오래된 열쇠고리를 발견했습니다.
hit:39_conv:78,angry,화난,"My handyman keeps telling me he's coming by to fix my sink, but then he doesn't show up. Ugh.",내 핸디맨이 싱크대를 수리하러 온다는 말을 계속 하지만 그는 나타나지 않습니다. 어.,싱크대를 수리하러 온다는 말을 계속 하지만 그는 나타나지 않습니다.
hit:39_conv:79,jealous,질투하는,I was jealous when my co worker kept getting top spot when i knew he was cheating.,나는 내 동료가 바람을 피우고 있다는 것을 알았을 때 계속 1위를 차지할 때 질투했습니다.,동료가 바람을 피우고 있다는 것을 알았을 때 계속 1위를 차지할 때
hit:41_conv:82,content,만족하는,I am happy to have a good vacation,좋은 휴가를 보내게 되어 기쁘다,좋은 휴가를 보내게 되어
hit:41_conv:83,proud,자랑스러운,"My daughter used the potty for her first time the other day, it was awesome.",딸아이가 요전날 처음으로 변기를 사용했는데 정말 신기했어요.,딸아이가 요전날 처음으로 변기를 사용했는데
hit:42_conv:84,impressed,감명받은,The other day my daughter knew to throw away her food when she was done.,요전날 제 딸은 식사가 끝나면 음식을 버릴 줄 알았습니다.,제 딸은 식사가 끝나면 음식을 버릴 줄 알았습니다.
hit:42_conv:85,angry,화난,i am angry against a friend that suppose to help me.,나는 도와줄 것 같은 친구에게 화가 난다,친구에게
hit:44_conv:88,afraid,두려워하는,I thought my company was going to have a lay off. it was a tough few weeks.,나는 우리 회사가 해고될 것이라고 생각했다. 힘든 몇 주였습니다.,우리 회사가 해고될 것이라고 생각했다.
hit:44_conv:89,surprised,놀란,The other day I was surprised with a big bonus from work.,어느 날 나는 직장에서 큰 보너스로 놀랐다,큰 보너스로
hit:46_conv:93,angry,화난,when i moved into my apartment it was full of bugs!,내가 아파트로 이사를 갔을 때 벌레가 가득했어!,벌레가 가득했어!
hit:47_conv:94,disappointed,실망한,I was disappointed by my manager when he told that I will probably get my promotion next year (not this year),내년(올해는 아님)에 승진할 것 같다는 매니저의 말에 실망했습니다.,내년(올해는 아님)에 승진할 것 같다는 매니저의 말에
hit:47_conv:95,excited,흥분한,I get to go out today after work! yay,일 끝나고 오늘 외출할 거야! 예,외출할 거야!
hit:48_conv:96,embarrassed,당황스러운,I ripped my pants on bourbon street the other day. Luckily I was wearing a long shirt.,나는 요전날 버번 스트리트에서 내 바지를 찢었다. 다행히 나는 긴 셔츠를 입고 있었다.,내 바지를 찢었다.
hit:48_conv:97,afraid,두려워하는,I was driving down a road at night and my car died. I sat in a car with not lights for hours.,밤에 길을 가다가 차가 죽었습니다. 나는 몇 시간 동안 불이 켜지지 않은 차에 앉아 있었다.,밤에 길을 가다가 차가 죽었습니다.
hit:50_conv:100,hopeful,희망에 찬,I have been in college for four years and am only a sophmore. I am going diuble my work load and finish next fall.,저는 대학에 4년 다녔고 이제 겨우 2학년입니다. 작업량을 두 배로 늘리고 내년 가을에 끝낼 예정입니다.,내년 가을에 끝낼 예정입니다.
hit:51_conv:103,caring,돌보는,My daughter hit her head the other day. she was sad.,제 딸이 다른 날 머리를 부딪쳤습니다. 그녀는 슬펐다.,제 딸이
hit:52_conv:104,angry,화난,My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.,우리 옆집 이웃들은 우리 공동 복도에서 항상 말다툼을 합니다. 이제 그들은 아기가 있고 그녀가 우는 동안 비명을 지릅니다. 너무 짜증난다.,우리 옆집 이웃들은 우리 공동 복도에서 항상 말다툼을 합니다.
hit:53_conv:106,afraid,두려워하는,"I was lost in a neighborhood I didn't know, when some guy came up to me and quietly asked if I needed a ride.","나는 모르는 동네에서 길을 잃었는데, 어떤 남자가 나에게 다가와 조용히 차를 타야 하는지 물었다.","길을 잃었는데,"
hit:53_conv:107,hopeful,희망에 찬,"I really want to win the lottery someday, maybe i will?",나는 정말로 언젠가 복권에 당첨되고 싶습니다. 아마도 그럴까요?,복권에 당첨되고 싶습니다.
hit:54_conv:108,prepared,준비된,I will pass a examen next monday. I reviewed all the content for the course,나는 다음 월요일에 시험에 합격할 것이다. 코스의 모든 내용을 검토했습니다,코스의 모든 내용을
hit:54_conv:109,grateful,고마워하는,I was given a large raise at work.,직장에서 큰 연봉을 받았습니다.,큰 연봉을 받았습니다.
hit:55_conv:111,afraid,두려워하는,I've lost my job and am behind on my mortgage. It scares me that I could lose my home.,나는 직장을 잃었고 모기지론이 연체되었습니다. 집을 잃을까 두렵습니다.,직장을 잃었고 모기지론이 연체되었습니다.
hit:56_conv:112,excited,흥분한,Today is my birthday and I am going to party this weekend!,오늘은 제 생일이고 이번 주말에 파티를 할 거예요!,생일이고 이번 주말에 파티를 할 거예요!
hit:56_conv:113,embarrassed,당황스러운,I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.,나는 함께 일하는 사람들에게 거짓말을 했다. 나는 그들에게 내가 도시 밖에 있다고 말했지만 나는 단지 운동하고 싶지 않았습니다.,거짓말을 했다.
hit:57_conv:115,surprised,놀란,i applied for 200+ jobs and still didn't hear from none of them!,나는 200개 이상의 일자리에 지원했지만 여전히 그들 중 누구도 소식을 듣지 못했습니다!,나는 200개 이상의 일자리에 지원했지만 여전히 그들 중 누구도 소식을 듣지 못했습니다!
hit:58_conv:116,embarrassed,당황스러운,I ate all my kids cookies and blamed it on the dog.,나는 내 아이들 쿠키를 모두 먹고 그것을 개 탓으로 돌렸다.,나는 내 아이들 쿠키를 모두 먹고 그것을 개 탓으로 돌렸다.
hit:58_conv:117,lonely,외로운,No one ever visits me anymore. I am always by myself in this apartment.,더 이상 아무도 나를 방문하지 않습니다. 나는 항상 이 아파트에 혼자 있다.,혼자 있다.
hit:59_conv:118,lonely,외로운,"not living near family, being in a new place.",가족 근처에 살지 않고 새로운 장소에 있습니다.,가족 근처에 살지 않고 새로운 장소에 있습니다.
hit:59_conv:119,disgusted,역겨운,I saw a snake outside my apartment today,오늘 아파트 밖에서 뱀 한 마리가 보였다,뱀 한 마리가 보였다
hit:60_conv:120,sad,슬픈,I just found out they are not making a sequel to a movie I like.,나는 그들이 내가 좋아하는 영화의 속편을 만들지 않는다는 것을 알게 되었습니다.,내가 좋아하는 영화의 속편을 만들지 않는다는 것을 알게 되었습니다.
hit:60_conv:121,proud,자랑스러운,I was able to save a blind lady from falling down an escalator.,에스컬레이터에서 떨어지는 시각 장애인을 구할 수 있었습니다.,에스컬레이터에서 떨어지는 시각 장애인을 구할 수 있었습니다.
hit:61_conv:122,angry,화난,"missing money from my paycheck, wrong hours and bonus again!",내 급여에서 돈을 놓치고 잘못된 근무 시간과 보너스가 다시 발생했습니다!,내 급여에서 돈을 놓치고 잘못된 근무 시간과 보너스가 다시 발생했습니다!
hit:63_conv:126,embarrassed,당황스러운,I feel bad that I work too much and dont see my daughter.,너무 일을 많이 해서 딸이 보이지 않는 게 안타까워요.,딸이 보이지 않는 게
hit:63_conv:127,disgusted,역겨운,My friend called someone a bad name.,내 친구가 누군가를 나쁜 이름으로 불렀습니다.,누군가를 나쁜 이름으로 불렀습니다.
hit:64_conv:128,angry,화난,My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.,이웃들이 공을 잡기 위해 계속 등반하는 지역에서 울타리가 무너지고 있다. 고치는 것은 비싸게 될 것이다,울타리가 무너지고 있다.
hit:64_conv:129,afraid,두려워하는,I cant wait to relocate again.,나는 다시 이전하기를 기다릴 수 없다,다시 이전하기를
hit:65_conv:130,surprised,놀란,"My brother usually doesn't do anything for me unless asked. After 3 decades, he actually took me out for my birthday.","형은 나에게 부탁하지 않는 한 아무 일도 하지 않는다. 30년 후, 그는 실제로 내 생일에 나를 데려갔다.",내 생일에 나를 데려갔다.
hit:65_conv:131,disappointed,실망한,My texted me happy birthday yesterday. My birthday is today.,어제 생일 축하한다고 문자를 보냈다. 내 생일은 오늘입니다.,어제 생일 축하한다고 문자를 보냈다. 내 생일은 오늘입니다.
hit:66_conv:132,afraid,두려워하는,"I went to the optometrist, and my prescription got strong. She warned me about being at risk for losing my vision.",검안사에게 갔더니 처방이 강해졌습니다. 그녀는 시력을 잃을 위험이 있다고 경고했습니다.,시력을 잃을 위험이 있다고
hit:67_conv:135,disappointed,실망한,when i had to say goodbye to my dad,아빠와 작별 인사를 해야 할 때,아빠와 작별 인사를 해야 할 때
hit:69_conv:138,impressed,감명받은,My neighbor went back to school at 59. She just got her bachelor's this year.,제 이웃은 59세에 다시 학교에 갔습니다. 그녀는 올해 학사 학위를 받았습니다.,제 이웃은 59세에 다시 학교에 갔습니다. 그녀는 올해 학사 학위를 받았습니다.
hit:70_conv:140,trusting,신뢰하는,My friend's boyfriend got into an accident 5 years ago. She's still with him.,제 친구의 남자친구는 5년 전에 사고를 당했습니다. 그녀는 여전히 그와 함께 있습니다.,제 친구의 남자친구는 5년 전에 사고를 당했습니다. 그녀는 여전히 그와 함께 있습니다.
hit:71_conv:143,embarrassed,당황스러운,"I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road, poor little guy.","전날 도로에 치이려는 거북이가 조금 있는 것을 보고 서둘러 멈추지 않고 그를 잡을 수 없었다. 그가 길을 가로질러 갔으면 좋겠다, 가난한 아가씨",도로에 치이려는 거북이가 조금 있는 것을 보고 서둘러 멈추지 않고 그를 잡을 수 없었다.
hit:72_conv:145,afraid,두려워하는,in a hurry to go on vacation!,서둘러 휴가를 가자!,휴가를
hit:73_conv:147,afraid,두려워하는,I once saw a snake in the woods and got very scared.,나는 한때 숲에서 뱀을 보고 무서워했다,뱀을
hit:74_conv:148,proud,자랑스러운,My mom went back to school at 63 and recently got her bachelor's in computer science!,우리 엄마는 63세에 다시 학교에 갔고 최근에 컴퓨터 공학 학사 학위를 받았습니다!,우리 엄마는###최근에 컴퓨터 공학 학사 학위를 받았습니다!
hit:74_conv:149,grateful,고마워하는,"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.",드디어 정맥 절개 수업을 마쳤습니다. 편도 차로 1시간 거리였습니다. 하지만 다행히 끝났고 지역 병원에서 치료를 받을 수 있습니다. 그들은 내가 들었습니다.,정맥 절개 수업을 마쳤습니다.
hit:75_conv:150,anticipating,기대하는,Had a interview yesterday. I think it went pretty well. I hope I get the job.,어제 인터뷰를 했습니다. 나는 그것이 꽤 잘 갔다고 생각한다. 나는 내가 일자리를 얻을 수 있기를 바랍니다.,일자리를
hit:75_conv:151,hopeful,희망에 찬,I bought a lottery ticket and was hopeful I would win.,나는 로또를 샀고 내가 당첨되기를 바랐다.,로또를 샀고 내가 당첨되기를
hit:76_conv:152,sad,슬픈,"My birthday was last weekend, and no one wished me a Happy Birthday.",내 생일은 지난 주말이었고 아무도 나에게 생일 축하해 주지 않았습니다.,아무도 나에게 생일 축하해 주지 않았습니다.
hit:77_conv:154,sad,슬픈,I was told my cat only has a few weeks to live.,고양이가 살 날이 몇 주 밖에 남지 않았다고 들었습니다.,고양이가 살 날이 몇 주 밖에 남지 않았다고 들었습니다.
hit:78_conv:156,jealous,질투하는,My friend just bought a brand new car. My car hasn't worked for months,내 친구는 방금 새 차를 샀습니다. 내 차는 몇 달 동안 작동하지 않았습니다,내 친구는 방금 새 차를 샀습니다.
hit:78_conv:157,sad,슬픈,when my dog died,내 개가 죽었을 때,내 개가 죽었을 때
hit:79_conv:158,joyful,즐거운,Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back.,1년 동안 만나지 못하고 어제 밤에 친구들과 외출했습니다. 나는 일을 위해 다른 나라에 있었고 방금 돌아왔다.,친구들과 외출했습니다.
hit:79_conv:159,hopeful,희망에 찬,"I'm trying to sell my house. It's been on the market for a year now, but I think I found someone who might buy it.  I'm trying to move to another area.",나는 집을 팔려고 노력하고 있다. 지금은 1년 동안 시장에 나왔지만 살 수 있는 사람을 찾았다고 생각한다. 나는 다른 지역으로 이사하려고 노력하고 있다,집을 팔려고
hit:80_conv:160,excited,흥분한,I'll get to go on vacation tomorrow. Been working really hard to get things clear up so I can enjoy myself.,내일 휴가를 가려고 합니다. 즐길 수 있도록 정리를 열심히 하고 있습니다.,휴가를
hit:81_conv:162,lonely,외로운,"Just moved here for work, and I don't know anyone. My coworkers have families of their own.",일 때문에 여기로 이사왔는데 아는 사람이 없어요. 제 동료에게는 가족이 있습니다.,아는 사람이 없어요.
hit:81_conv:163,embarrassed,당황스러운,I went to the grocery store the other day. I shopprf got sn hour then realized I had left my purse home.,나는 다른 날 식료품점에 갔다. 나는 shopprf가 sn 시간을 얻었고 내가 지갑을 집에 두고 왔다는 것을 깨달았습니다.,지갑을 집에 두고 왔다는 것을 깨달았습니다.
hit:82_conv:164,anticipating,기대하는,waiting for christmas!,크리스마스를 기다리며!,크리스마스를
hit:83_conv:166,surprised,놀란,I was thrown a party yesterday and had no idea it was happening.,어제 파티를 열었는데 이런 일이 일어날 줄은 몰랐다.,이런 일이 일어날 줄은
hit:83_conv:167,proud,자랑스러운,My daughter started a new school last year. She s adjusting great and had made a lot of friends.,제 딸은 작년에 새 학교를 시작했습니다. 그녀는 잘 적응했고 많은 친구를 사귀었습니다.,그녀는 잘 적응했고 많은 친구를 사귀었습니다.
hit:84_conv:169,afraid,두려워하는,When i was moving and lost my insurance to my car.,이사를 하다가 자동차 보험을 잃어버렸을 때.,자동차 보험을 잃어버렸을 때.
hit:85_conv:170,jealous,질투하는,I did not get the promotion at work that I wanted.,원하는 직장에서 승진을 하지 못했다.,승진을 하지 못했다.
hit:86_conv:172,sentimental,감상적인,I once went to see fireworks with my best friend. Best day of my life. We're no longer friends.,한 번은 가장 친한 친구와 불꽃놀이를 보러 갔다. 내 인생 최고의 날. 우리는 더 이상 친구가 아닙니다.,가장 친한 친구와 불꽃놀이를 보러 갔다.
hit:86_conv:173,angry,화난,"My child lied to me, and went somewhere he shouldnt have went.",아이가 거짓말을 하고 가지 말았어야 할 곳으로 갔습니다.,아이가 거짓말을 하고
hit:87_conv:174,sentimental,감상적인,I saw that they are going to remake a movie I like a lot.,그들이 내가 좋아하는 영화를 리메이크할 거라는 걸 봤다.,내가 좋아하는 영화를 리메이크할 거라는 걸
hit:87_conv:175,afraid,두려워하는,There was once a mouse in my  kitchen. I almost died.,옛날에 내 부엌에 쥐가 있었다. 거의 죽을 뻔 했어.,쥐가
hit:88_conv:176,afraid,두려워하는,I think my job will lay us off.,나는 내 직업이 우리를 해고할 것이라고 생각한다.,우리를 해고할 것이라고
hit:88_conv:177,proud,자랑스러운,I finally rearranged the garage after a year of putting it off,차고를 미루고 1년 만에 마침내 차고를 재배치했습니다.,차고를 재배치했습니다.
