conv_id,emotion,kor_emotion,context,kor_context,factor
hit:103_conv:206,angry,화난,Some left their garbage outside of the dumpster in my apartment complex. Now at night there are a bunch of raccoons outside.,어떤 사람들은 내 아파트 단지에 있는 쓰레기통 밖에 쓰레기를 버리고 갔습니다. 이제 밤에는 밖에 너구리 무리가 있습니다.,어떤 사람들은 내 아파트 단지에 있는 쓰레기통 밖에 쓰레기를 버리고 갔습니다.
hit:116_conv:233,disappointed,실망한,I'm sad that game of thrones is ending. Great shows should last forever like the simpsons.,왕좌의 게임이 끝나서 아쉬워요. 위대한 쇼는 심슨 가족처럼 영원히 지속되어야 합니다.,왕좌의 게임이 끝나서
hit:118_conv:236,prepared,준비된,We have a work presentation coming up soon. I think we've got everything to present.,곧 작업 프레젠테이션이 있습니다. 나는 우리가 제시할 모든 것을 가지고 있다고 생각합니다.,작업 프레젠테이션이
hit:119_conv:238,disappointed,실망한,"One time I met a girl from Tinder and I really thought we were hitting it off. We met up and had a great time, but then she ghosted me right afterward.",한 번은 Tinder의 한 소녀를 만났고 우리가 정말 잘하고 있다고 생각했습니다. 우리는 만나서 즐거운 시간을 보냈습니다. 그러나 그녀는 바로 직후에 저를 유령으로 만들었습니다.,Tinder의 한 소녀를 만났고###그녀는 바로 직후에 저를 유령으로 만들었습니다.
hit:120_conv:240,sentimental,감상적인,seeing photos of my hometown,내 고향 사진을,내 고향 사진을
hit:127_conv:255,excited,흥분한,I am excited for football season.,나는 축구 시즌이 기대된다.,축구 시즌이
hit:129_conv:258,disappointed,실망한,"I let my cat out for the evening , the first time I left her outside at night and she didn't come back.","나는 밤에 고양이를 밖에 두고 나온 것은 처음이고, 그녀는 돌아오지 않았다","고양이를 밖에 두고 나온 것은 처음이고, 그녀는 돌아오지 않았다"
hit:141_conv:283,impressed,감명받은,I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised.,최근 3개월간 배심원 직무를 맡았는데 아주 흥미롭고 재미있었다. 나는 놀랐다,배심원 직무를 맡았는데
hit:151_conv:303,joyful,즐거운,When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes.,대학의 마지막 학기의 모든 기말고사 결과를 되찾았을 때. 나는 낙제할지도 모른다고 생각했지만 나는 모든 수업에 합격했다.,모든 수업에 합격했다.
hit:157_conv:315,lonely,외로운,I situation in which I felt alone was when my partner left me.,내가 혼자라고 느끼는 상황은 파트너가 나를 떠났을 때였습니다.,파트너가 나를 떠났을 때였습니다.
hit:160_conv:321,disgusted,역겨운,There's been a big white wolf or coyote coming in my yard lately. I am afraid it will kill the neighbors cats.,최근에 우리 마당에 큰 흰늑대나 코요테가 오고 있습니다. 이웃 고양이들을 죽일까봐 두렵습니다.,큰 흰늑대나 코요테가
hit:170_conv:341,joyful,즐거운,We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids.,우리는 작년에 새 집으로 이사했고 마음에 들었습니다. 그리고 프로젝트 작업에 훨씬 더 적은 시간을 보내고 아이들과 더 많은 시간을 보냈습니다.,새 집으로 이사했고
hit:209_conv:419,angry,화난,I am so annoyed that France is in the world cup final.,프랑스가 월드컵 결승에 있다는 사실이 너무 화가 난다.,프랑스가 월드컵 결승에 있다는 사실이
hit:242_conv:484,sad,슬픈,"I was looking forward to spending time with my friend Megan today, but I had to put it off again because I fell ill this morning.",오늘은 친구 Megan과 시간을 보내기를 고대하고 있었는데 오늘 아침에 아파서 다시 미루게 되었습니다.,오늘 아침에 아파서 다시 미루게 되었습니다.
hit:252_conv:504,disappointed,실망한,"One night, i hugged my wife and told her i loved her.  I went to work and got a big raise.  I rushed home to tell her.  When i got home, all of the furniture, my wife and kids were gone.","어느 날 밤, 나는 아내를 껴안고 사랑한다고 말했습니다. 나는 일을 하고 큰 돈을 벌었다. 나는 그녀에게 알리기 위해 서둘러 집으로 갔다. 집에 도착했을 때 모든 가구와 아내와 아이들은 사라졌습니다.",모든 가구와 아내와 아이들은 사라졌습니다.
hit:258_conv:516,surprised,놀란,I was so surprized on the night of my graduation my parents bought me a new car!,졸업식날 밤에 부모님이 새 차를 사주셔서 너무 놀랐어요!,부모님이 새 차를 사주셔서
hit:262_conv:525,embarrassed,당황스러운,I had to give a speech at work and I completely forgot what I was saying. Everyone started laughing.,나는 직장에서 연설을 해야 했고 내가 말한 것을 완전히 잊어 버렸습니다. 모두들 웃기 시작했다.,내가 말한 것을 완전히 잊어 버렸습니다.
hit:266_conv:533,disappointed,실망한,I was so let down when i didnt get the last job i applied for.,나는 내가 지원한 마지막 일자리를 얻지 못했을 때 너무 실망스러웠다.,일자리를 얻지 못했을 때
hit:283_conv:567,surprised,놀란,My husband bought tickets for us to see the Pittsburgh Steelers in Jacksonville for my birthday. I was shocked! I can't wait!,남편이 생일을 맞아 잭슨빌에 있는 피츠버그 스틸러스를 보기 위해 우리를 위한 티켓을 샀다. 나는 충격을 받았다! 기다릴 수가 없어!,남편이 생일을 맞아 잭슨빌에 있는 피츠버그 스틸러스를 보기 위해 우리를 위한 티켓을 샀다.
hit:290_conv:580,sad,슬픈,I cried when my grandma died.,할머니가 돌아가시자 나는 울었다,할머니가 돌아가시자
hit:302_conv:605,angry,화난,I am so mad at my son.  I asked him three times to do his chores and he still hasn't done them.,나는 내 아들에게 너무 화가 난다. 나는 그에게 집안일을 하라고 세 번이나 요청했지만 그는 여전히 하지 않았다.,아들에게###집안일을 하라고 세 번이나 요청했지만 그는 여전히 하지 않았다.
hit:311_conv:623,angry,화난,I am so angry at Donald Trump.,나는 도널드 트럼프에게 너무 화가 난다,도널드 트럼프에게
hit:329_conv:658,surprised,놀란,I can't believe my friend Joe died.,내 친구 조가 죽었다니 믿을 수가 없다.,내 친구 조가 죽었다니
hit:332_conv:665,embarrassed,당황스러운,When I was 5 I almost drowned in front of over a hundred people.  I was this little chubby Asian boy flailing around in big shorts...and I was in the medium end of the pool..couldn't show my face the next day,5살 때 나는 백 명이 넘는 사람들 앞에서 거의 익사할 뻔했습니다. 나는 이 통통한 아시아 소년이 큰 반바지 차림으로 펄쩍펄쩍 뛰고 있었고... 수영장 중간쯤에 있었어요. 다음날 내 얼굴을 보여줄 수 없었어요,익사할 뻔했습니다.
hit:334_conv:668,joyful,즐거운,I am so happy its the weekend.,나는 그 주말이 너무 행복하다,주말이
hit:341_conv:683,excited,흥분한,I'm going to a drink and paint party tomorrow. It should be pretty fun!,내일 술 마시고 그림 그리는 파티에 갈 거예요. 꽤 재미있어야 합니다!,술 마시고 그림 그리는 파티에
hit:359_conv:718,anticipating,기대하는,My wife is at the hospital getting checked right now. I think we might be getting good news about a new addition to the family.,제 아내는 지금 병원에서 검사를 받고 있습니다. 새로운 가족에 대한 좋은 소식을 접할 수 있을 것 같습니다.,새로운 가족에 대한 좋은 소식을
hit:370_conv:741,grateful,고마워하는,"I recently got a $1,000 scholarship that I even forgot I applied for last year.","지난해 신청까지 잊어버린 장학금 1,000달러를 최근 받았다.","장학금 1,000달러를 최근 받았다."
hit:375_conv:750,disappointed,실망한,"My daughters little dog passed away about 4 months ago.  She was only 6 years old, but had an autoimmune disease and it started attacking her red blood cells.",제 딸아이가 약 4개월 전에 세상을 떠났습니다. 그녀는 겨우 6살이었지만 자가면역 질환이 있었고 그녀의 적혈구를 공격하기 시작했습니다.,제 딸아이가 약 4개월 전에 세상을 떠났습니다.
hit:378_conv:756,jealous,질투하는,I am so jealous of my friend Eric.,나는 친구 에릭을 정말 질투한다,친구 에릭을
hit:382_conv:764,prepared,준비된,I was really prepared when a storm came through my town. I knew when to leave and where to go,폭풍우가 우리 마을을 덮쳤을 때 나는 정말 준비가 되어 있었습니다. 나는 언제 떠나야 하고 어디로 가야 하는지 알고 있었다,폭풍우가
hit:384_conv:769,grateful,고마워하는,"Today, I was in an Uber and we got in an accident. I'm happy that no one was hurt!",오늘은 Uber를 타고 가다가 사고를 당했습니다. 다친 사람이 없어서 다행이야!,다친 사람이 없어서
hit:385_conv:771,surprised,놀란,"I really love the snow but it never snows here.  A few years ago, I got my wish, but it was also horrible.  Lots of people stranded all over, including my husband and daughter.","나는 눈을 정말 좋아하지만 여기는 절대 눈이 오지 않습니다. 몇 년 전, 소원을 이루었지만 역시 끔찍했습니다. 남편과 딸을 포함하여 많은 사람들이 여기저기에 좌초되어 있습니다.",절대 눈이 오지 않습니다.
hit:391_conv:782,angry,화난,"A couple years ago someone tried to steal my phone cause they thought I wasnt looking, was super annoying.","몇 년 전 누군가가 내 전화를 훔치려고 했는데, 내가 보지 않는다고 생각했기 때문에 너무 짜증이 났다.","누군가가 내 전화를 훔치려고 했는데,"
hit:391_conv:783,excited,흥분한,"I finally got my dream car,hard work pays !","나는 마침내 나의 꿈의 차를 얻었다, 열심히 일한 대가!","꿈의 차를 얻었다,"
hit:394_conv:788,jealous,질투하는,"My sister in law, who should never have children, had no problems getting pregnant.  It took us 4 years.",결코 아이를 낳아서는 안 되는 내 여동생은 임신에 문제가 없었다. 우리는 4년이 걸렸다,우리는 4년이 걸렸다
hit:395_conv:791,disappointed,실망한,"When my mother passed away randomly, it really hurt me.",어머니가 갑자기 돌아가셨을 때 정말 마음이 아팠습니다.,어머니가 갑자기 돌아가셨을 때
hit:397_conv:795,disgusted,역겨운,I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!,나는 내 개가 탁자 위로 뛰어올라 내 아이의 생일 케이크를 갉아먹기 시작하는 것이 싫어요. 나는 케이크를 준비하는 데 4시간을 보냈는데 30초 만에 사라지는 것을 볼 수 있었습니다!,내 개가 탁자 위로 뛰어올라 내 아이의 생일 케이크를 갉아먹기 시작하는 것이
hit:402_conv:805,embarrassed,당황스러운,I am embarrassed becauseof trump,트럼프 때문에 부끄럽다,트럼프 때문에
hit:421_conv:842,embarrassed,당황스러운,I blamed eating someone's toast on my dog.,나는 개에게 누군가의 토스트를 먹었다고 비난했다,나는 개에게 누군가의 토스트를 먹었다고 비난했다
hit:425_conv:851,proud,자랑스러운,My daughter did so well at the dentist and let the dentist clean her teeth without freaking out,내 딸은 치과에서 너무 잘했고 치과 의사가 놀라지 않고 치아를 청소하게했습니다.,내 딸은 치과에서 너무 잘했고
hit:435_conv:871,sentimental,감상적인,I have great memories of my childhood,어린 시절에 대한 좋은 추억이 있습니다,어린 시절에 대한 좋은 추억이 있습니다
hit:436_conv:873,trusting,신뢰하는,I trust my wife.,나는 아내를 믿는다,아내를
hit:438_conv:876,excited,흥분한,am going to see my cousin this weekend its going to be fun,이번 주말에 사촌을 만나러 갑니다. 재미있을 거예요.,사촌을 만나러 갑니다.
hit:442_conv:884,content,만족하는,Sitting at home after a long day relaxing with my kids is the best,긴 하루를 보낸 후 집에 앉아 아이들과 함께 휴식을 취하는 것이 가장 좋습니다.,집에 앉아 아이들과 함께 휴식을 취하는 것이
hit:448_conv:897,trusting,신뢰하는,"Once, I had the chance to betray a friend that has always been truthful and honest to me. I didn't take the chance and stayed faithful to that friendship.",한번은 나에게 항상 진실하고 정직했던 친구를 배신할 기회가 있었다. 나는 기회를 놓치지 않고 그 우정에 충실했습니다.,우정에
hit:453_conv:906,sentimental,감상적인,"When I see homeless person, i feel tender feelings and become sentimental toward him",노숙자를 보면 부드러운 감정을 느끼며 감상적이 된다.,노숙자를 보면
hit:454_conv:909,sad,슬픈,Last week I had to put my dog to sleep.  It was so sad.  I had her for 15 years,지난 주에는 강아지를 재워야 했습니다. 너무 슬펐다. 나는 15년 동안 그녀를 가졌다,강아지를 재워야 했습니다.
hit:465_conv:930,proud,자랑스러운,I was able to fix a light switch using what I know about electrical engineering.,전기공학에 대해 알고 있는 것을 이용해 전등 스위치를 고칠 수 있었다.,전등 스위치를 고칠 수 있었다.
hit:471_conv:943,angry,화난,I spent a long time making cookies and my family ate most of them without asking.,나는 쿠키를 만드는 데 오랜 시간을 보냈고 우리 가족은 묻지 않고 대부분을 먹었다.,우리 가족은 묻지 않고 대부분을 먹었다.
hit:481_conv:963,surprised,놀란,"When I got an A on my math final I was super shocked, thought I did terrible.",수학 기말고사에서 A를 받았을 때 나는 매우 충격을 받았고 내가 끔찍하다고 생각했습니다.,A를 받았을 때
hit:484_conv:968,angry,화난,I am so mad! All my boyfriend does is play video games 24/7.,너무 화났어! 내 남자친구는 24시간 연중무휴로 비디오 게임을 하는 것뿐입니다.,남자친구는 24시간 연중무휴로 비디오 게임을 하는 것뿐입니다.
hit:487_conv:975,afraid,두려워하는,I am so nervous about my upcoming surgery. I have never had to have a surgery before. I just hope everything goes right!,다가오는 수술이 너무 걱정됩니다. 저는 수술을 받은 적이 없습니다. 모든 것이 올바르게 진행되기를 바랄 뿐입니다!,다가오는 수술이
hit:495_conv:991,grateful,고마워하는,I recently had to move out of my house. My friend let me and my kids stay with her. I love her so much.,나는 최근에 집에서 이사를 가야 했다. 내 친구는 나와 내 아이들이 그녀와 함께 지내도록 허락했습니다. 나는 그녀를 너무 사랑합니다.,내 친구는 나와 내 아이들이 그녀와 함께 지내도록 허락했습니다.
hit:504_conv:1008,hopeful,희망에 찬,My mother is trying to get a good job and we are praying she gets through and they give it to her.,우리 어머니는 좋은 직업을 가지려고 노력하고 있고 우리는 그녀가 그것을 잘 해내도록 기도하고 있습니다.,우리 어머니는 좋은 직업을 가지려고
hit:511_conv:1022,sad,슬픈,We (family friends) planned a holiday trip to go for the last weekend. I was preparing for that like packing dress and getting ready to it. Unfortunately one of my cousin was unable to come due to his personal reasons. So we just cancelled the trip. I was feeling sad for this trip cancellation.,우리(가족 친구)는 지난 주말에 가기 위해 휴가 여행을 계획했습니다. 옷을 포장하듯이 준비하고 있었습니다. 불행히도 사촌 중 한 명이 개인적인 사정으로 올 수 없었습니다. 그래서 우리는 그냥 여행을 취소했다. 이번 여행 취소가 아쉬웠다.,여행을 취소했다.
hit:511_conv:1023,afraid,두려워하는,"While camping alone, I awoke to sound of growling outside my tent. It sounded like a big old mean wolf who wanted to eat me.",혼자 캠핑을 하던 중 텐트 밖에서 으르렁거리는 소리에 잠에서 깼다. 나를 잡아먹으려는 늙고 비열한 늑대처럼 들렸다.,으르렁거리는 소리에
hit:512_conv:1024,sentimental,감상적인,I was going through my son's closet and found a box of old newborn clothes. I went through them all and I saw some I had forgotten about. Seeing them all sent me down memory lane.,나는 아들의 옷장을 뒤지다가 오래된 신생아 옷 상자를 발견했습니다. 나는 그것들을 모두 살펴보고 내가 잊어 버린 몇 가지를 보았습니다. 그들을 모두 보는 것은 나를 기억의 차선으로 보냈습니다.,오래된 신생아 옷 상자를 발견했습니다.
hit:514_conv:1028,impressed,감명받은,I met the house cleaned by my 6 years old daughter before i get home yesterday,어제 집에 오기 전에 6살짜리 딸이 청소한 집을 만났다,6살짜리 딸이 청소한 집을
hit:525_conv:1050,excited,흥분한,I had been looking at Black Friday adds for weeks and found an awesome deal on a tv. The store only gives out so many so you have to be almost first in line. Like the first 20-30 people get them. I was running a little late but I still made it in time and got the tv!,나는 몇 주 동안 블랙 프라이데이 추가를보고 있었고 TV에서 멋진 거래를 발견했습니다. 가게는 너무 많은 것을 제공하므로 거의 첫 번째 줄을 서야합니다. 처음 20~30명 정도는 받습니다. 조금 늦었지만 그래도 제 시간에 도착해서 티비를 받았어요!,블랙 프라이데이
hit:529_conv:1059,embarrassed,당황스러운,I ate the last one of my wife's favorite cookies.,나는 아내가 가장 좋아하는 쿠키 중 마지막 하나를 먹었다.,아내가 가장 좋아하는 쿠키 중 마지막 하나를 먹었다.
hit:537_conv:1074,surprised,놀란,My friends had a surprise party for me on my 25th birthday.,내 친구들은 내 25번째 생일에 나를 위해 깜짝 파티를 했다.,깜짝 파티를
hit:539_conv:1078,trusting,신뢰하는,Is it okay that I give my neighbor my house key to keep for me so that i do not lose mine,내 집 열쇠를 잃어버리지 않으려고 내 이웃에게 내 집 열쇠를 주어도 괜찮습니까?,내 이웃에게 내 집 열쇠를 주어도
hit:551_conv:1102,prepared,준비된,I had to take the bar exams and I believe that I was fully prepared.,변호사 시험을 치러야 했고 완벽하게 준비했다고 생각합니다.,변호사 시험을
hit:579_conv:1158,impressed,감명받은,My girlfriend won the most beautiful girl in her city,내 여자친구가 그녀의 도시에서 가장 아름다운 소녀를 얻었다,내 여자친구가 그녀의 도시에서 가장 아름다운 소녀를 얻었다
hit:601_conv:1202,disappointed,실망한,When I heard the new Fallout game wasnt a standard rpg I was quite surprised and sad,새로운 Fallout 게임이 표준 롤플레잉 게임이 아니라는 소식을 들었을 때 나는 상당히 놀랐고 슬펐습니다.,새로운 Fallout 게임이 표준 롤플레잉 게임이 아니라는 소식을 들었을 때
hit:614_conv:1228,trusting,신뢰하는,I had this girlfriend a few months back that I really cared for. Unfortunately things didn't work out but the breakup was mutual and I still really think highly of her for how honest she always was.,나는 몇 달 전에 이 여자 친구를 정말 좋아했습니다. 불행히도 일이 잘 풀리지 않았지만 이별은 상호간의 관계였고 그녀가 항상 정직했던 점에 대해 여전히 그녀를 높이 평가합니다.,여자 친구를
hit:633_conv:1267,afraid,두려워하는,"Boy, that movie The Conjuring sure was good. I have not felt scared in a long time, and I am horror movie buff myself.","이봐, 그 영화 컨저링은 확실히 좋았어. 오랜만에 공포를 느꼈고, 나 자신도 공포영화 마니아다.",영화 컨저링은
hit:643_conv:1287,embarrassed,당황스러운,"It was really icy outside one day at school and I was walking to lunch. Even though I tried really hard not to slip on the ice, I did and people stared at me while I got back up. I cringe when I think about that.","어느 날 학교 밖은 정말 추워서 점심을 먹으러 걸어가고 있었습니다. 빙판에서 미끄러지지 않으려고 정말 열심히 노력했는데도, 내가 다시 일어설 때 사람들이 나를 쳐다봤다. 나는 그것에 대해 생각할 때 소름이 돋는다.","빙판에서 미끄러지지 않으려고 정말 열심히 노력했는데도, 내가 다시 일어설 때"
hit:644_conv:1289,sentimental,감상적인,I have a pen that reminds me of my grandfather.,나는 할아버지를 떠올리게 하는 펜이 있다,할아버지를 떠올리게 하는 펜이
hit:647_conv:1295,surprised,놀란,I was so shocked to see how much it snowed in my city back in 2011. It was so crazy.,나는 2011년에 우리 도시에 얼마나 많은 눈이 내렸는지 보고 너무 충격을 받았습니다. 정말 미쳤습니다.,도시에 얼마나 많은 눈이 내렸는지
hit:657_conv:1315,afraid,두려워하는,"My neighbor's house is haunted, I have seen ghosts in there.",내 이웃집은 귀신이 들렸고 나는 그곳에서 귀신을 보았다.,내 이웃집은 귀신이 들렸고 나는 그곳에서 귀신을 보았다.
hit:674_conv:1349,disgusted,역겨운,I watched the testimony of Peter Strzok earlier today before Congress. Such abhorrent arrogance and ungodly show on his part. It was not easy to stomach in.,저는 오늘 일찍 의회에서 Peter Strzok의 증언을 보았습니다. 그러한 혐오스러운 오만함과 불경건한 모습은 그의 편에서 나타납니다. 속이 편하지 않았다.,Peter Strzok의 증언을
hit:679_conv:1358,anticipating,기대하는,My current employer has financial difficulties. It has layoff 25% of the employees. I started to look for another job. I am expecting to be part of the next layoff.,현재 고용주는 재정적 어려움을 겪고 있습니다. 직원의 25%를 해고했습니다. 나는 다른 직업을 찾기 시작했다. 나는 다음 해고의 일부가 될 것으로 기대하고 있습니다.,다음 해고의 일부가 될 것으로
hit:687_conv:1374,afraid,두려워하는,I have a test tommorow.,내일 시험이 있어요.,시험이
hit:700_conv:1400,afraid,두려워하는,The other day I was walking in the bushes alone and I was scared when I heard noise behind some bushes.,요전날 나는 혼자 수풀 속을 걷고 있었는데 어떤 수풀 뒤에서 나는 소리를 듣고 무서웠다.,수풀 뒤에서 나는 소리를 듣고
hit:701_conv:1403,disgusted,역겨운,I felt disguusted when I saw that people like to eat bugs.,사람들이 벌레 먹는 걸 좋아하는 걸 보니 역겹더라고요.,사람들이 벌레 먹는 걸 좋아하는 걸 보니
hit:710_conv:1420,disappointed,실망한,I was sad when the truck I wasnted had been sold,내가 가지지 못한 트럭이 팔렸을 때 나는 슬펐다,가지지 못한 트럭이 팔렸을 때
hit:713_conv:1426,anticipating,기대하는,I was anticipating when i applied to college,대학에 지원했을 때 기대하고 있었다,대학에 지원했을 때
hit:733_conv:1467,embarrassed,당황스러운,I didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her I feel bat about it now.,지난번에 그녀가 너무 느려서 그녀를 기다려야 했기 때문에 나는 친구에게 우리가 산에서 하이킹을 하겠다고 말하지 않았습니다.,친구에게 우리가 산에서 하이킹을 하겠다고 말하지 않았습니다.
hit:753_conv:1506,excited,흥분한,I'm going on vacation in 3 hours! Super stoked!,나는 3시간 후에 휴가를 갈 거야! 슈퍼 스토킹!,휴가를
hit:754_conv:1509,surprised,놀란,My daughter wants to join the lacrosse team this year. She has never liked sports.,딸이 올해 라크로스 팀에 가입하고 싶어한다. 그녀는 스포츠를 좋아한 적이 없다,딸이 올해 라크로스 팀에 가입하고 싶어한다.
hit:767_conv:1535,angry,화난,My son always unplugs my phone while Im a sleep and lets the battery die. I am sick of it.,내 아들은 내가 잠자는 동안 항상 내 전화 플러그를 뽑고 배터리가 방전되도록 합니다. 나는 그것이 싫다.,아들은 내가 잠자는 동안 항상 내 전화 플러그를 뽑고 배터리가 방전되도록 합니다.
hit:771_conv:1542,caring,돌보는,I dreamed that I had took in a family of cats. It made me feel good.,나는 내가 고양이 가족을 데려온 꿈을 꾸었습니다. 기분이 좋아졌다.,고양이 가족을 데려온 꿈
hit:779_conv:1559,afraid,두려워하는,I had a bad dream last night.,나는 어젯밤에 악몽을 꾸었다,악몽을
hit:787_conv:1575,angry,화난,My internet is started to act weird and its making me mad.,내 인터넷이 이상하게 행동하기 시작했고 그것이 나를 화나게 만듭니다.,인터넷이 이상하게 행동하기 시작했고
hit:792_conv:1584,excited,흥분한,I was excited to visit Disney World for the first time!,처음으로 디즈니월드를 방문하게 되어서 너무 설렜어요!,처음으로 디즈니월드를 방문하게 되어서
hit:792_conv:1585,afraid,두려워하는,my daughter is going to order a pizza. I am so hungry.,내 딸이 피자를 주문할 거예요. 너무 배고파요.,피자를 주문할 거예요.
hit:809_conv:1619,sad,슬픈,I recently learned that a close friend is getting foreclosed on their home. They were diagnosed with breast cancer 2 years ago and I think it drained the family of their money. I wish I could help but I don't have any money to give them. It is just a terrible situation.,나는 최근에 친한 친구가 집에 압류당하고 있다는 것을 알게 되었습니다. 그들은 2년 전에 유방암 진단을 받았고 그로 인해 가족의 돈이 고갈되었다고 생각합니다. 도움이 되고 싶지만 그들에게 줄 돈이 없습니다. 그것은 단지 끔찍한 상황입니다.,도움이 되고 싶지만 그들에게 줄 돈이 없습니다.
hit:813_conv:1627,embarrassed,당황스러운,"My dad took me to a golf championship, the PGA that came to my home town last May. All the famous golfers you see on TV were there and I tripped down a hill in a dress!",아버지는 지난 5월 고향에 온 PGA 골프 챔피언십에 저를 데려갔습니다. TV에서 보던 유명한 골퍼들이 다 그곳에 있었고 나는 드레스를 입고 언덕에 넘어졌습니다!,나는 드레스를 입고 언덕에 넘어졌습니다!
hit:824_conv:1648,joyful,즐거운,I took my girlfriend to my school dance the other night. It was truly a magical experience.,나는 지난 밤에 내 여자 친구를 학교 댄스 파티에 데려갔습니다. 정말 마법 같은 경험이었습니다.,지난 밤에 내 여자 친구를 학교 댄스 파티에 데려갔습니다.
hit:873_conv:1747,afraid,두려워하는,I can't wait for school to start back. A litlle quieter in the house.,학교가 다시 시작하기를 기다릴 수 없습니다. 집에서 조금 더 조용합니다.,학교가 다시 시작하기를
hit:879_conv:1759,afraid,두려워하는,MY daughter is starting junior high. I am nervous and afraid for her.,제 딸이 중학교에 입학합니다. 나는 그녀를 걱정하고 두려워합니다.,딸이 중학교에 입학합니다.###그녀를
hit:889_conv:1778,excited,흥분한,I won a $2 lottery ticket.,나는 복권 2달러를 획득했다,복권 2달러를 획득했다
hit:898_conv:1796,afraid,두려워하는,My son will have his 18 months shots soon,우리 아들은 곧 18개월의 촬영을 할 것이다,우리 아들은 곧 18개월의 촬영을 할 것이다
hit:898_conv:1797,surprised,놀란,Was invited to a friends house after work.  After he let me in he took me to the back yard where there was a bunch of people.  It was party for my wife telling me we were haveing our first baby.,퇴근 후 친구 집에 초대되었습니다. 그는 나를 들여보낸 후 많은 사람들이 있는 뒷마당으로 나를 데려갔다. 아내가 첫 아이를 가졌다는 소식을 전하는 파티였습니다.,아내가 첫 아이를 가졌다는 소식을 전하는 파티였습니다.
hit:914_conv:1828,confident,확신하는,"Back in the school, I took an important and difficult subject. But, I studied really well for the exam. When I went in the exam hall, I feel confident, because of prior hard work","학교로 돌아가서 중요하고 어려운 과목을 들었습니다. 하지만 시험을 위해 공부를 정말 잘했습니다. 시험장에 갔을 때, 나는 이전에 열심히 했기 때문에 자신감을 느낀다.",하지만 시험을 위해 공부를 정말 잘했습니다.
